coalition,value
"(2, 4, 6, 7, 8)",0.9862448573112488
"(2, 4, 6, 7, 9)",0.9958595633506775
"(2, 4, 6, 8, 9)",0.9960929751396179
"(2, 4, 7, 8, 9)",0.9885100722312927
"(2, 5, 6, 7, 8)",0.9274569749832153
"(2, 5, 6, 7, 9)",0.9735715389251709
"(2, 5, 6, 8, 9)",0.9770919680595398
"(2, 5, 7, 8, 9)",0.9452193379402161
"(2, 6, 7, 8, 9)",0.975437581539154
"(3, 4, 5, 6, 7)",0.10548549890518188
"(3, 4, 5, 6, 8)",0.19588439166545868
"(3, 4, 5, 6, 9)",0.5581797957420349
"(3, 4, 5, 7, 8)",0.07802847027778625
"(3, 4, 5, 7, 9)",0.31606313586235046
"(3, 4, 5, 8, 9)",0.44559818506240845
"(3, 4, 6, 7, 8)",0.1374223828315735
"(3, 4, 6, 7, 9)",0.54755038022995
"(3, 4, 6, 8, 9)",0.6855043172836304
"(3, 4, 7, 8, 9)",0.4031902849674225
"(3, 5, 6, 7, 8)",0.007736134808510542
"(3, 5, 6, 7, 9)",0.048219431191682816
"(3, 5, 6, 8, 9)",0.09698210656642914
"(3, 5, 7, 8, 9)",0.034199416637420654
"(3, 6, 7, 8, 9)",0.06764890998601913
"(4, 5, 6, 7, 8)",0.6815520524978638
"(4, 5, 6, 7, 9)",0.9050065279006958
"(4, 5, 6, 8, 9)",0.9346423149108887
"(4, 5, 7, 8, 9)",0.8274700045585632
"(4, 6, 7, 8, 9)",0.9338151216506958
"(5, 6, 7, 8, 9)",0.4891569912433624
"(0, 1, 2, 3, 4, 5)",0.8241124153137207
"(0, 1, 2, 3, 4, 6)",0.9405679702758789
"(0, 1, 2, 3, 4, 7)",0.8769639134407043
"(0, 1, 2, 3, 4, 8)",0.8923102021217346
"(0, 1, 2, 3, 4, 9)",0.9652277231216431
"(0, 1, 2, 3, 5, 6)",0.5791580080986023
"(0, 1, 2, 3, 5, 7)",0.3947508931159973
"(0, 1, 2, 3, 5, 8)",0.468914270401001
"(0, 1, 2, 3, 5, 9)",0.7039781212806702
"(0, 1, 2, 3, 6, 7)",0.6184540390968323
"(0, 1, 2, 3, 6, 8)",0.6543846130371094
"(0, 1, 2, 3, 6, 9)",0.8973769545555115
"(0, 1, 2, 3, 7, 8)",0.4578692615032196
"(0, 1, 2, 3, 7, 9)",0.7760699391365051
"(0, 1, 2, 3, 8, 9)",0.7836223840713501
"(0, 1, 2, 4, 5, 6)",0.9795428514480591
"(0, 1, 2, 4, 5, 7)",0.962113082408905
"(0, 1, 2, 4, 5, 8)",0.9653900265693665
"(0, 1, 2, 4, 5, 9)",0.9850037097930908
"(0, 1, 2, 4, 6, 7)",0.986828088760376
"(0, 1, 2, 4, 6, 8)",0.9881380200386047
"(0, 1, 2, 4, 6, 9)",0.9964401125907898
"(0, 1, 2, 4, 7, 8)",0.9697391390800476
"(0, 1, 2, 4, 7, 9)",0.9908879995346069
"(0, 1, 2, 4, 8, 9)",0.9906684756278992
"(0, 1, 2, 5, 6, 7)",0.9110931754112244
"(0, 1, 2, 5, 6, 8)",0.9161665439605713
"(0, 1, 2, 5, 6, 9)",0.969944179058075
"(0, 1, 2, 5, 7, 8)",0.8508540987968445
"(0, 1, 2, 5, 7, 9)",0.9358339905738831
"(0, 1, 2, 5, 8, 9)",0.9429716467857361
"(0, 1, 2, 6, 7, 8)",0.9238746166229248
"(0, 1, 2, 6, 7, 9)",0.9804757237434387
"(0, 1, 2, 6, 8, 9)",0.9788097739219666
"(0, 1, 2, 7, 8, 9)",0.9444802403450012
"(0, 1, 3, 4, 5, 6)",0.09686794131994247
"(0, 1, 3, 4, 5, 7)",0.044091466814279556
"(0, 1, 3, 4, 5, 8)",0.07485061883926392
"(0, 1, 3, 4, 5, 9)",0.28522732853889465
"(0, 1, 3, 4, 6, 7)",0.08874284476041794
"(0, 1, 3, 4, 6, 8)",0.1451345831155777
"(0, 1, 3, 4, 6, 9)",0.5288610458374023
"(0, 1, 3, 4, 7, 8)",0.05875178426504135
"(0, 1, 3, 4, 7, 9)",0.30397918820381165
"(0, 1, 3, 4, 8, 9)",0.4049259126186371
"(0, 1, 3, 5, 6, 7)",0.0040562693029642105
"(0, 1, 3, 5, 6, 8)",0.00784771516919136
"(0, 1, 3, 5, 6, 9)",0.0404215008020401
"(0, 1, 3, 5, 7, 8)",0.0028888073284178972
"(0, 1, 3, 5, 7, 9)",0.015775717794895172
"(0, 1, 3, 5, 8, 9)",0.03040689043700695
"(0, 1, 3, 6, 7, 8)",0.005399107467383146
"(0, 1, 3, 6, 7, 9)",0.03569035232067108
"(0, 1, 3, 6, 8, 9)",0.06528986245393753
"(0, 1, 3, 7, 8, 9)",0.023235708475112915
"(0, 1, 4, 5, 6, 7)",0.531947672367096
"(0, 1, 4, 5, 6, 8)",0.6416664123535156
"(0, 1, 4, 5, 6, 9)",0.8830757141113281
"(0, 1, 4, 5, 7, 8)",0.434934139251709
"(0, 1, 4, 5, 7, 9)",0.7634520530700684
"(0, 1, 4, 5, 8, 9)",0.8093824982643127
"(0, 1, 4, 6, 7, 8)",0.6241409182548523
"(0, 1, 4, 6, 7, 9)",0.9072589874267578
"(0, 1, 4, 6, 8, 9)",0.9284762144088745
"(0, 1, 4, 7, 8, 9)",0.8214361667633057
"(0, 1, 5, 6, 7, 8)",0.08640629053115845
"(0, 1, 5, 6, 7, 9)",0.3247978687286377
"(0, 1, 5, 6, 8, 9)",0.4675683379173279
"(0, 1, 5, 7, 8, 9)",0.24428673088550568
"(0, 1, 6, 7, 8, 9)",0.4217355251312256
"(0, 2, 3, 4, 5, 6)",0.9344489574432373
"(0, 2, 3, 4, 5, 7)",0.8658022880554199
"(0, 2, 3, 4, 5, 8)",0.8888598680496216
"(0, 2, 3, 4, 5, 9)",0.948919951915741
"(0, 2, 3, 4, 6, 7)",0.9550188779830933
"(0, 2, 3, 4, 6, 8)",0.9610322117805481
"(0, 2, 3, 4, 6, 9)",0.9882344007492065
"(0, 2, 3, 4, 7, 8)",0.8904435038566589
"(0, 2, 3, 4, 7, 9)",0.964788019657135
"(0, 2, 3, 4, 8, 9)",0.9687483310699463
"(0, 2, 3, 5, 6, 7)",0.7019907236099243
"(0, 2, 3, 5, 6, 8)",0.7378964424133301
"(0, 2, 3, 5, 6, 9)",0.8878509998321533
"(0, 2, 3, 5, 7, 8)",0.5691590309143066
"(0, 2, 3, 5, 7, 9)",0.7581502199172974
"(0, 2, 3, 5, 8, 9)",0.8125100135803223
"(0, 2, 3, 6, 7, 8)",0.7466385364532471
"(0, 2, 3, 6, 7, 9)",0.9162319898605347
"(0, 2, 3, 6, 8, 9)",0.9193127155303955
"(0, 2, 3, 7, 8, 9)",0.7885496020317078
"(0, 2, 4, 5, 6, 7)",0.9874722957611084
"(0, 2, 4, 5, 6, 8)",0.9878342151641846
"(0, 2, 4, 5, 6, 9)",0.9955686926841736
"(0, 2, 4, 5, 7, 8)",0.9724783301353455
"(0, 2, 4, 5, 7, 9)",0.9895181059837341
"(0, 2, 4, 5, 8, 9)",0.990951657295227
"(0, 2, 4, 6, 7, 8)",0.9899985194206238
"(0, 2, 4, 6, 7, 9)",0.9971296191215515
"(0, 2, 4, 6, 8, 9)",0.9973433613777161
"(0, 2, 4, 7, 8, 9)",0.9909036755561829
"(0, 2, 5, 6, 7, 8)",0.9483983516693115
"(0, 2, 5, 6, 7, 9)",0.9802474975585938
"(0, 2, 5, 6, 8, 9)",0.982172429561615
"(0, 2, 5, 7, 8, 9)",0.957525908946991
"(0, 2, 6, 7, 8, 9)",0.9824778437614441
"(0, 3, 4, 5, 6, 7)",0.18070203065872192
"(0, 3, 4, 5, 6, 8)",0.2936845123767853
"(0, 3, 4, 5, 6, 9)",0.6480933427810669
"(0, 3, 4, 5, 7, 8)",0.13385261595249176
"(0, 3, 4, 5, 7, 9)",0.4071878492832184
"(0, 3, 4, 5, 8, 9)",0.5411018133163452
"(0, 3, 4, 6, 7, 8)",0.2455786168575287
"(0, 3, 4, 6, 7, 9)",0.6757438778877258
"(0, 3, 4, 6, 8, 9)",0.7736495137214661
"(0, 3, 4, 7, 8, 9)",0.5227715969085693
"(0, 3, 5, 6, 7, 8)",0.015246564522385597
"(0, 3, 5, 6, 7, 9)",0.07695913314819336
"(0, 3, 5, 6, 8, 9)",0.1442665010690689
"(0, 3, 5, 7, 8, 9)",0.055376965552568436
"(0, 3, 6, 7, 8, 9)",0.11586185544729233
"(0, 4, 5, 6, 7, 8)",0.7894114851951599
"(0, 4, 5, 6, 7, 9)",0.9341399073600769
"(0, 4, 5, 6, 8, 9)",0.9551109075546265
"(0, 4, 5, 7, 8, 9)",0.8749136328697205
"(0, 4, 6, 7, 8, 9)",0.9576969146728516
"(0, 5, 6, 7, 8, 9)",0.6152019500732422
"(1, 2, 3, 4, 5, 6)",0.9170712828636169
"(1, 2, 3, 4, 5, 7)",0.8681412935256958
"(1, 2, 3, 4, 5, 8)",0.8879703283309937
"(1, 2, 3, 4, 5, 9)",0.9461492896080017
"(1, 2, 3, 4, 6, 7)",0.9334676265716553
"(1, 2, 3, 4, 6, 8)",0.9470352530479431
"(1, 2, 3, 4, 6, 9)",0.9834045767784119
"(1, 2, 3, 4, 7, 8)",0.898699939250946
"(1, 2, 3, 4, 7, 9)",0.9679639339447021
"(1, 2, 3, 4, 8, 9)",0.9675765633583069
"(1, 2, 3, 5, 6, 7)",0.6260349154472351
"(1, 2, 3, 5, 6, 8)",0.7048783898353577
"(1, 2, 3, 5, 6, 9)",0.8826979398727417
"(1, 2, 3, 5, 7, 8)",0.5289255380630493
"(1, 2, 3, 5, 7, 9)",0.7684287428855896
"(1, 2, 3, 5, 8, 9)",0.8157082200050354
"(1, 2, 3, 6, 7, 8)",0.6499704122543335
"(1, 2, 3, 6, 7, 9)",0.9015475511550903
"(1, 2, 3, 6, 8, 9)",0.9105669260025024
"(1, 2, 3, 7, 8, 9)",0.7976911664009094
"(1, 2, 4, 5, 6, 7)",0.9830143451690674
"(1, 2, 4, 5, 6, 8)",0.9845165610313416
"(1, 2, 4, 5, 6, 9)",0.9935751557350159
"(1, 2, 4, 5, 7, 8)",0.972515881061554
"(1, 2, 4, 5, 7, 9)",0.9886993765830994
"(1, 2, 4, 5, 8, 9)",0.9888067245483398
"(1, 2, 4, 6, 7, 8)",0.9873653650283813
"(1, 2, 4, 6, 7, 9)",0.9962161183357239
"(1, 2, 4, 6, 8, 9)",0.9962865114212036
"(1, 2, 4, 7, 8, 9)",0.9907678961753845
"(1, 2, 5, 6, 7, 8)",0.9280364513397217
"(1, 2, 5, 6, 7, 9)",0.9770510792732239
"(1, 2, 5, 6, 8, 9)",0.9795172214508057
"(1, 2, 5, 7, 8, 9)",0.9527984261512756
"(1, 2, 6, 7, 8, 9)",0.9782458543777466
"(1, 3, 4, 5, 6, 7)",0.10252916067838669
"(1, 3, 4, 5, 6, 8)",0.17940329015254974
"(1, 3, 4, 5, 6, 9)",0.5415740013122559
"(1, 3, 4, 5, 7, 8)",0.07678097486495972
"(1, 3, 4, 5, 7, 9)",0.32719686627388
"(1, 3, 4, 5, 8, 9)",0.4433167576789856
"(1, 3, 4, 6, 7, 8)",0.12728606164455414
"(1, 3, 4, 6, 7, 9)",0.5277007222175598
"(1, 3, 4, 6, 8, 9)",0.658830463886261
"(1, 3, 4, 7, 8, 9)",0.4016384184360504
"(1, 3, 5, 6, 7, 8)",0.007442018482834101
"(1, 3, 5, 6, 7, 9)",0.04566241428256035
"(1, 3, 5, 6, 8, 9)",0.09182360768318176
"(1, 3, 5, 7, 8, 9)",0.033103566616773605
"(1, 3, 6, 7, 8, 9)",0.06125929579138756
"(1, 4, 5, 6, 7, 8)",0.6521522998809814
"(1, 4, 5, 6, 7, 9)",0.8990644812583923
"(1, 4, 5, 6, 8, 9)",0.9273668527603149
"(1, 4, 5, 7, 8, 9)",0.8170034885406494
"(1, 4, 6, 7, 8, 9)",0.9253544211387634
"(1, 5, 6, 7, 8, 9)",0.46289610862731934
"(2, 3, 4, 5, 6, 7)",0.9544553756713867
"(2, 3, 4, 5, 6, 8)",0.9607482552528381
"(2, 3, 4, 5, 6, 9)",0.9836379289627075
"(2, 3, 4, 5, 7, 8)",0.9185649752616882
"(2, 3, 4, 5, 7, 9)",0.9644196629524231
"(2, 3, 4, 5, 8, 9)",0.9709387421607971
"(2, 3, 4, 6, 7, 8)",0.9642934799194336
"(2, 3, 4, 6, 7, 9)",0.9893171191215515
"(2, 3, 4, 6, 8, 9)",0.9900193214416504
"(2, 3, 4, 7, 8, 9)",0.971067488193512
"(2, 3, 5, 6, 7, 8)",0.7966736555099487
"(2, 3, 5, 6, 7, 9)",0.9186922311782837
"(2, 3, 5, 6, 8, 9)",0.9370631575584412
"(2, 3, 5, 7, 8, 9)",0.8512736558914185
"(2, 3, 6, 7, 8, 9)",0.9256476759910583
"(2, 4, 5, 6, 7, 8)",0.9916046857833862
"(2, 4, 5, 6, 7, 9)",0.9968088269233704
"(2, 4, 5, 6, 8, 9)",0.9970420002937317
"(2, 4, 5, 7, 8, 9)",0.9928271174430847
"(2, 4, 6, 7, 8, 9)",0.9975093603134155
"(2, 5, 6, 7, 8, 9)",0.9868354797363281
"(3, 4, 5, 6, 7, 8)",0.28436392545700073
"(3, 4, 5, 6, 7, 9)",0.6813939809799194
"(3, 4, 5, 6, 8, 9)",0.7921423316001892
"(3, 4, 5, 7, 8, 9)",0.5650998950004578
"(3, 4, 6, 7, 8, 9)",0.7622219920158386
"(3, 5, 6, 7, 8, 9)",0.14617034792900085
"(4, 5, 6, 7, 8, 9)",0.9575943350791931
"(0, 1, 2, 3, 4, 5, 6)",0.9493669271469116
"(0, 1, 2, 3, 4, 5, 7)",0.9059914946556091
"(0, 1, 2, 3, 4, 5, 8)",0.9193059802055359
"(0, 1, 2, 3, 4, 5, 9)",0.9627252221107483
"(0, 1, 2, 3, 4, 6, 7)",0.9645757079124451
"(0, 1, 2, 3, 4, 6, 8)",0.9681330919265747
"(0, 1, 2, 3, 4, 6, 9)",0.9908973574638367
"(0, 1, 2, 3, 4, 7, 8)",0.9267748594284058
"(0, 1, 2, 3, 4, 7, 9)",0.977321445941925
"(0, 1, 2, 3, 4, 8, 9)",0.9772598743438721
"(0, 1, 2, 3, 5, 6, 7)",0.7400034666061401
"(0, 1, 2, 3, 5, 6, 8)",0.7762428522109985
"(0, 1, 2, 3, 5, 6, 9)",0.9145291447639465
"(0, 1, 2, 3, 5, 7, 8)",0.6335039138793945
"(0, 1, 2, 3, 5, 7, 9)",0.8189293146133423
"(0, 1, 2, 3, 5, 8, 9)",0.8553833961486816
"(0, 1, 2, 3, 6, 7, 8)",0.7689050436019897
"(0, 1, 2, 3, 6, 7, 9)",0.9362467527389526
"(0, 1, 2, 3, 6, 8, 9)",0.9346915483474731
"(0, 1, 2, 3, 7, 8, 9)",0.8464115262031555
"(0, 1, 2, 4, 5, 6, 7)",0.9906238913536072
"(0, 1, 2, 4, 5, 6, 8)",0.990872323513031
"(0, 1, 2, 4, 5, 6, 9)",0.9965140223503113
"(0, 1, 2, 4, 5, 7, 8)",0.980726957321167
"(0, 1, 2, 4, 5, 7, 9)",0.9923640489578247
"(0, 1, 2, 4, 5, 8, 9)",0.9925724267959595
"(0, 1, 2, 4, 6, 7, 8)",0.992715060710907
"(0, 1, 2, 4, 6, 7, 9)",0.9979109168052673
"(0, 1, 2, 4, 6, 8, 9)",0.997858464717865
"(0, 1, 2, 4, 7, 8, 9)",0.9933848977088928
"(0, 1, 2, 5, 6, 7, 8)",0.9569936394691467
"(0, 1, 2, 5, 6, 7, 9)",0.9850735068321228
"(0, 1, 2, 5, 6, 8, 9)",0.9860416054725647
"(0, 1, 2, 5, 7, 8, 9)",0.966273844242096
"(0, 1, 2, 6, 7, 8, 9)",0.9864250421524048
"(0, 1, 3, 4, 5, 6, 7)",0.17124536633491516
"(0, 1, 3, 4, 5, 6, 8)",0.26431524753570557
"(0, 1, 3, 4, 5, 6, 9)",0.6326783895492554
"(0, 1, 3, 4, 5, 7, 8)",0.12988243997097015
"(0, 1, 3, 4, 5, 7, 9)",0.4239272475242615
"(0, 1, 3, 4, 5, 8, 9)",0.5399085879325867
"(0, 1, 3, 4, 6, 7, 8)",0.22479990124702454
"(0, 1, 3, 4, 6, 7, 9)",0.6588451266288757
"(0, 1, 3, 4, 6, 8, 9)",0.7494390606880188
"(0, 1, 3, 4, 7, 8, 9)",0.5239366888999939
"(0, 1, 3, 5, 6, 7, 8)",0.014089503325521946
"(0, 1, 3, 5, 6, 7, 9)",0.07109533250331879
"(0, 1, 3, 5, 6, 8, 9)",0.13249851763248444
"(0, 1, 3, 5, 7, 8, 9)",0.05288090929389
"(0, 1, 3, 6, 7, 8, 9)",0.103786401450634
"(0, 1, 4, 5, 6, 7, 8)",0.7644785642623901
"(0, 1, 4, 5, 6, 7, 9)",0.932169497013092
"(0, 1, 4, 5, 6, 8, 9)",0.9512354731559753
"(0, 1, 4, 5, 7, 8, 9)",0.8696183562278748
"(0, 1, 4, 6, 7, 8, 9)",0.9541710615158081
"(0, 1, 5, 6, 7, 8, 9)",0.5937156081199646
"(0, 2, 3, 4, 5, 6, 7)",0.9681746363639832
"(0, 2, 3, 4, 5, 6, 8)",0.9708865284919739
"(0, 2, 3, 4, 5, 6, 9)",0.988639235496521
"(0, 2, 3, 4, 5, 7, 8)",0.9356350302696228
"(0, 2, 3, 4, 5, 7, 9)",0.972399115562439
"(0, 2, 3, 4, 5, 8, 9)",0.9779765009880066
"(0, 2, 3, 4, 6, 7, 8)",0.9748097062110901
"(0, 2, 3, 4, 6, 7, 9)",0.9925051927566528
"(0, 2, 3, 4, 6, 8, 9)",0.9929993152618408
"(0, 2, 3, 4, 7, 8, 9)",0.9772810339927673
"(0, 2, 3, 5, 6, 7, 8)",0.854476809501648
"(0, 2, 3, 5, 6, 7, 9)",0.9379992485046387
"(0, 2, 3, 5, 6, 8, 9)",0.9504035711288452
"(0, 2, 3, 5, 7, 8, 9)",0.8828229308128357
"(0, 2, 3, 6, 7, 8, 9)",0.9457277655601501
"(0, 2, 4, 5, 6, 7, 8)",0.9940250515937805
"(0, 2, 4, 5, 6, 7, 9)",0.9978485107421875
"(0, 2, 4, 5, 6, 8, 9)",0.998004138469696
"(0, 2, 4, 5, 7, 8, 9)",0.9945532083511353
"(0, 2, 4, 6, 7, 8, 9)",0.9982075691223145
"(0, 2, 5, 6, 7, 8, 9)",0.990616500377655
"(0, 3, 4, 5, 6, 7, 8)",0.42691004276275635
"(0, 3, 4, 5, 6, 7, 9)",0.7665616273880005
"(0, 3, 4, 5, 6, 8, 9)",0.8512733578681946
"(0, 3, 4, 5, 7, 8, 9)",0.6635691523551941
"(0, 3, 4, 6, 7, 8, 9)",0.8437175154685974
"(0, 3, 5, 6, 7, 8, 9)",0.22535745799541473
"(0, 4, 5, 6, 7, 8, 9)",0.9720759391784668
"(1, 2, 3, 4, 5, 6, 7)",0.9573158025741577
"(1, 2, 3, 4, 5, 6, 8)",0.9639395475387573
"(1, 2, 3, 4, 5, 6, 9)",0.9851662516593933
"(1, 2, 3, 4, 5, 7, 8)",0.9361501932144165
"(1, 2, 3, 4, 5, 7, 9)",0.9724445343017578
"(1, 2, 3, 4, 5, 8, 9)",0.9750595688819885
"(1, 2, 3, 4, 6, 7, 8)",0.9664063453674316
"(1, 2, 3, 4, 6, 7, 9)",0.9905293583869934
"(1, 2, 3, 4, 6, 8, 9)",0.9910220503807068
"(1, 2, 3, 4, 7, 8, 9)",0.978236198425293
"(1, 2, 3, 5, 6, 7, 8)",0.8023316264152527
"(1, 2, 3, 5, 6, 7, 9)",0.9325239658355713
"(1, 2, 3, 5, 6, 8, 9)",0.9463355541229248
"(1, 2, 3, 5, 7, 8, 9)",0.8802503347396851
"(1, 2, 3, 6, 7, 8, 9)",0.9371652007102966
"(1, 2, 4, 5, 6, 7, 8)",0.9921207427978516
"(1, 2, 4, 5, 6, 7, 9)",0.9970123767852783
"(1, 2, 4, 5, 6, 8, 9)",0.9970802664756775
"(1, 2, 4, 5, 7, 8, 9)",0.9934226870536804
"(1, 2, 4, 6, 7, 8, 9)",0.9977739453315735
"(1, 2, 5, 6, 7, 8, 9)",0.9875832200050354
"(1, 3, 4, 5, 6, 7, 8)",0.2709179222583771
"(1, 3, 4, 5, 6, 7, 9)",0.6740962862968445
"(1, 3, 4, 5, 6, 8, 9)",0.7792975306510925
"(1, 3, 4, 5, 7, 8, 9)",0.5648183226585388
"(1, 3, 4, 6, 7, 8, 9)",0.7474871277809143
"(1, 3, 5, 6, 7, 8, 9)",0.1384449601173401
"(1, 4, 5, 6, 7, 8, 9)",0.9524844884872437
"(2, 3, 4, 5, 6, 7, 8)",0.9792813062667847
"(2, 3, 4, 5, 6, 7, 9)",0.9917870163917542
"(2, 3, 4, 5, 6, 8, 9)",0.9929457306861877
"(2, 3, 4, 5, 7, 8, 9)",0.9827231168746948
"(2, 3, 4, 6, 7, 8, 9)",0.9935343265533447
"(2, 3, 5, 6, 7, 8, 9)",0.9619261622428894
"(2, 4, 5, 6, 7, 8, 9)",0.9984330534934998
"(3, 4, 5, 6, 7, 8, 9)",0.8598775863647461
"(0, 1, 2, 3, 4, 5, 6, 7)",0.9756553769111633
"(0, 1, 2, 3, 4, 5, 6, 8)",0.9777867794036865
"(0, 1, 2, 3, 4, 5, 6, 9)",0.9913430213928223
"(0, 1, 2, 3, 4, 5, 7, 8)",0.954901933670044
"(0, 1, 2, 3, 4, 5, 7, 9)",0.9806270003318787
"(0, 1, 2, 3, 4, 5, 8, 9)",0.9828739762306213
"(0, 1, 2, 3, 4, 6, 7, 8)",0.9807178974151611
"(0, 1, 2, 3, 4, 6, 7, 9)",0.9945900440216064
"(0, 1, 2, 3, 4, 6, 8, 9)",0.994485080242157
"(0, 1, 2, 3, 4, 7, 8, 9)",0.9842031002044678
"(0, 1, 2, 3, 5, 6, 7, 8)",0.874310314655304
"(0, 1, 2, 3, 5, 6, 7, 9)",0.9536463618278503
"(0, 1, 2, 3, 5, 6, 8, 9)",0.9613689184188843
"(0, 1, 2, 3, 5, 7, 8, 9)",0.9113500118255615
"(0, 1, 2, 3, 6, 7, 8, 9)",0.9586524963378906
"(0, 1, 2, 4, 5, 6, 7, 8)",0.9954881072044373
"(0, 1, 2, 4, 5, 6, 7, 9)",0.9983386993408203
"(0, 1, 2, 4, 5, 6, 8, 9)",0.9983491897583008
"(0, 1, 2, 4, 5, 7, 8, 9)",0.9954826831817627
"(0, 1, 2, 4, 6, 7, 8, 9)",0.9986384510993958
"(0, 1, 2, 5, 6, 7, 8, 9)",0.9923141598701477
"(0, 1, 3, 4, 5, 6, 7, 8)",0.4011497497558594
"(0, 1, 3, 4, 5, 6, 7, 9)",0.7615931630134583
"(0, 1, 3, 4, 5, 6, 8, 9)",0.8408119678497314
"(0, 1, 3, 4, 5, 7, 8, 9)",0.6651043891906738
"(0, 1, 3, 4, 6, 7, 8, 9)",0.8347111344337463
"(0, 1, 3, 5, 6, 7, 8, 9)",0.21052873134613037
"(0, 1, 4, 5, 6, 7, 8, 9)",0.9697306156158447
"(0, 2, 3, 4, 5, 6, 7, 8)",0.9854058027267456
"(0, 2, 3, 4, 5, 6, 7, 9)",0.994249701499939
"(0, 2, 3, 4, 5, 6, 8, 9)",0.9950785636901855
"(0, 2, 3, 4, 5, 7, 8, 9)",0.9868242144584656
"(0, 2, 3, 4, 6, 7, 8, 9)",0.9953234791755676
"(0, 2, 3, 5, 6, 7, 8, 9)",0.9722896814346313
"(0, 2, 4, 5, 6, 7, 8, 9)",0.9989252686500549
"(0, 3, 4, 5, 6, 7, 8, 9)",0.9062750935554504
"(1, 2, 3, 4, 5, 6, 7, 8)",0.9808270931243896
"(1, 2, 3, 4, 5, 6, 7, 9)",0.992774248123169
"(1, 2, 3, 4, 5, 6, 8, 9)",0.9934486746788025
"(1, 2, 3, 4, 5, 7, 8, 9)",0.9853819608688354
"(1, 2, 3, 4, 6, 7, 8, 9)",0.9944880604743958
"(1, 2, 3, 5, 6, 7, 8, 9)",0.9666379690170288
"(1, 2, 4, 5, 6, 7, 8, 9)",0.9984694123268127
"(1, 3, 4, 5, 6, 7, 8, 9)",0.85255366563797
"(2, 3, 4, 5, 6, 7, 8, 9)",0.9961674809455872
"(0, 1, 2, 3, 4, 5, 6, 7, 8)",0.9888644218444824
"(0, 1, 2, 3, 4, 5, 6, 7, 9)",0.995728075504303
"(0, 1, 2, 3, 4, 5, 6, 8, 9)",0.9960845708847046
"(0, 1, 2, 3, 4, 5, 7, 8, 9)",0.9897610545158386
"(0, 1, 2, 3, 4, 6, 7, 8, 9)",0.996543824672699
"(0, 1, 2, 3, 5, 6, 7, 8, 9)",0.9783216118812561
"(0, 1, 2, 4, 5, 6, 7, 8, 9)",0.9991021156311035
"(0, 1, 3, 4, 5, 6, 7, 8, 9)",0.901947021484375
"(0, 2, 3, 4, 5, 6, 7, 8, 9)",0.9973159432411194
"(1, 2, 3, 4, 5, 6, 7, 8, 9)",0.9964964985847473
